ward,no.,Çãíl,material,joint,diameter,length(m),leakage year,construction year,ñÑê›îNêî,çXê∂îNìx,çXê∂éÌï ,éñåÃçáåvåèêî,ìπòHåí îÌäQäzÅiâ~Åj,ésñØìôÇ÷ÇÃîÌäQäzÅiâ~Åj,ífêÖîÌäQäzÅiâ~Åj,èCëUîÔópÅiâ~Åj,òRêÖëπé∏(â~Åj,äOñ ïÖêHï‚ê≥åWêî,ì‡ñ ïÖêHï‚ê≥åWêî,ïzê›îNìxï‚ê≥åWêî,åpéËï‚ê≥åWêî,å˚åaï‚ê≥åWêî,âﬂãéÇÃéñåÃóRL(ÇòÅj,éñåÃî≠ê∂ó\ë™éÆRN,RNÇÃãtêî,ï÷âvÇÃä∑éZåWêî,îÔópÅiêÁâ~Åj,ï÷âvÅiêÁâ~Åj,îÔópï÷âvî‰,âﬂãéÇÃéñåÃóRL(Çò+1Åj,éñåÃî≠ê∂ó\ë™éÆRN',RN'ÇÃãtêî,ï÷âvÇÃä∑éZåWêî(2),ï÷âv(2)ÅiêÁâ~Åj,îÔópï÷âvî‰(2),ÉâÉìÉN
K,35,1.3,Çc,Çj,300,2,,1995,12,0,,0,"2,954,136","505,248","1,077,235","2,786,096","8,495",1,1,1,1,1,0.205,0,2580,0.96,341,"7,038",18.73,1.218,0.002,435,0.96,"7,038",18.73,A
K,36,1.3,Çc,Çj,300,4,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","16,810",1,1,1,1,1,0.205,0.001,1304,0.96,675,"7,046",9.47,1.218,0.005,220,0.96,"7,046",9.47,A
K,37,1.3,Çc,Ç`,300,9,,1970,37,0,,0,"2,954,136","505,248","1,077,235","2,786,096","38,295",1,1,1,1,1,0.205,0.002,572,0.96,"1,537","7,067",4.17,1.218,0.01,96,0.96,"7,067",4.17,A
K,38,1.3,Çc,Ç`,200,442,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,986,132",1,1,1,1,1,0.205,0.091,11,2.35,"79,726","21,876",0.25,1.218,0.538,2,10.88,"101,280",1.15,B
K,39,1.3,Çc,Çs,150,3,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","15,594",1,1,1,1,1,0.205,0.001,1406,0.96,626,"7,045",10.21,1.218,0.004,237,0.96,"7,045",10.21,A
K,40,1.3,Çc,Çs,150,122,,1993,14,0,,0,"2,954,136","505,248","1,077,235","2,786,096","547,699",1,1,1,1,1,0.205,0.025,40,1.05,"21,985","8,264",0.34,1.218,0.148,7,3.42,"26,917",1.11,B
K,41,1.3,Çc,Çj,75,2,,1989,18,0,,0,"2,954,136","505,248","1,077,235","2,786,096","8,909",1,1,1,1,1,0.205,0,2461,0.96,358,"7,038",17.84,1.218,0.002,414,0.96,"7,038",17.84,A
K,42,1.27,Çc,Ç`,200,7,,1973,34,0,,0,"2,954,136","505,248","1,077,235","2,786,096","32,076",1,1,1,1,1,0.205,0.001,683,0.96,"1,288","7,061",4.97,1.218,0.009,115,0.96,"7,061",4.97,A
K,43,1.27,Çc,ÇmÇr,200,29,,2005,2,0,,0,"2,954,136","505,248","1,077,235","2,786,096","130,913",1,1,1,1,1,0.205,0.006,167,0.96,"5,255","7,155",1.24,1.218,0.035,28,1.25,"9,317",1.61,A
K,44,1.27,Çc,ÇrÇQ,300,11,,2005,2,0,,0,"2,954,136","505,248","1,077,235","2,786,096","49,861",1,1,1,1,1,0.205,0.002,440,0.96,"2,002","7,078",3.21,1.218,0.014,74,0.96,"7,078",3.21,A
K,45,1.27,Çc,ÇmÇr,200,128,,2005,2,0,,0,"133,758","505,248","1,077,235","2,786,096","577,460",1,1,1,1,1,0.205,0.026,38,1.08,"23,180","5,486",0.21,1.218,0.156,6,3.92,"19,913",0.78,C
K,46,1.27,Çc,Çj,150,2,,2005,2,0,,0,"2,954,136","505,248","1,077,235","2,786,096","8,260",1,1,1,1,1,0.205,0,2654,0.96,332,"7,038",19.24,1.218,0.002,447,0.96,"7,038",19.24,A
K,47,1.3,Çc,Ç`,300,21,,1972,35,0,,0,"2,954,136","505,248","1,077,235","2,786,096","92,219",1,1,1,1,1,0.205,0.004,238,0.96,"3,702","7,118",1.74,1.218,0.025,40,1.05,"7,786",1.91,A
K,48,1.16,Çc,Çs,150,13,,1988,19,0,,0,"2,954,136","505,248","1,077,235","2,786,096","56,455",1,1,1,1,1,0.205,0.003,388,0.96,"2,266","7,084",2.84,1.218,0.015,65,0.96,"7,084",2.84,A
K,49,1.16,Çc,Çj,300,4,,2000,7,0,,0,"2,954,136","505,248","1,077,235","2,786,096","18,654",1,1,1,1,1,0.205,0.001,1175,0.96,749,"7,048",8.54,1.218,0.005,198,0.96,"7,048",8.54,A
K,50,1.16,Çc,Ç`,300,195,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","877,279",1,1,1,1,1,0.205,0.04,25,1.32,"35,215","10,824",0.28,1.218,0.238,4,5.66,"46,412",1.2,B
K,51,1.16,Çc,Ç`,150,4,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","17,931",1,1,1,1,1,0.205,0.001,1223,0.96,720,"7,047",8.88,1.218,0.005,206,0.96,"7,047",8.88,A
K,52,1.16,Çc,Ç`,150,41,,1966,41,0,,0,"53,133","505,248","1,077,235","2,786,096","184,957",1,1,1,1,1,0.205,0.008,119,0.96,"7,424","4,422",0.54,1.218,0.05,20,1.52,"7,002",0.86,C
K,53,1.16,Çc,Ç`,150,5,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","21,566",1,1,1,1,1,0.205,0.001,1016,0.96,866,"7,051",7.39,1.218,0.006,171,0.96,"7,051",7.39,A
K,54,1.16,Çc,Çj,300,2,,1988,19,0,,0,"2,954,136","505,248","1,077,235","2,786,096","11,087",1,1,1,1,1,0.205,0.001,1977,0.96,445,"7,040",14.36,1.218,0.003,333,0.96,"7,040",14.36,A
K,55,1.16,Çc,Çj,300,22,,1989,18,0,,0,"2,954,136","505,248","1,077,235","2,786,096","97,022",1,1,1,1,1,0.205,0.004,226,0.96,"3,895","7,123",1.66,1.218,0.026,38,1.08,"8,013",1.87,A
K,56,1.16,Çc,Çj,200,3,,2004,3,0,,0,"536,574","505,248","1,077,235","2,786,096","14,237",1,1,1,1,1,0.205,0.001,1540,0.96,571,"4,723",7.51,1.218,0.004,259,0.96,"4,723",7.51,A
K,57,1.16,Çc,Ç`,150,431,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,939,318",1,1,1,1,1,0.205,0.088,11,2.35,"77,847","21,766",0.25,1.218,0.525,2,10.88,"100,771",1.17,B
K,58,1.16,Çc,Ç`,300,330,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,485,998",1,1,1,1,1,0.205,0.068,15,1.85,"59,650","16,296",0.25,1.218,0.402,2,10.88,"95,839",1.46,B
K,59,1.16,Çc,Çj,100,2,,2000,7,0,,0,"2,954,136","505,248","1,077,235","2,786,096","7,678",1,1,1,1,1,0.205,0,2855,0.96,308,"7,037",20.73,1.218,0.002,481,0.96,"7,037",20.73,A
K,60,1.16,Çc,Çs,200,15,,1989,18,0,,0,"2,954,136","505,248","1,077,235","2,786,096","66,121",1,1,1,1,1,0.205,0.003,332,0.96,"2,654","7,093",2.43,1.218,0.018,56,0.96,"7,093",2.43,A
K,61,1.16,Çc,Çj,300,3,,2004,3,0,,0,"536,574","505,248","1,077,235","2,786,096","13,532",1,1,1,1,1,0.205,0.001,1620,0.96,543,"4,722",7.89,1.218,0.004,273,0.96,"4,722",7.89,A
K,62,1.16,Çc,ÇrÇQ,300,27,,2004,3,0,,0,"536,574","505,248","1,077,235","2,786,096","122,021",1,1,1,1,1,0.205,0.006,180,0.96,"4,898","4,826",0.89,1.218,0.033,30,1.21,"6,083",1.13,B
K,63,1.16,Çc,Çj,200,4,,2004,3,0,,0,"536,574","505,248","1,077,235","2,786,096","15,946",1,1,1,1,1,0.205,0.001,1375,0.96,640,"4,724",6.7,1.218,0.004,232,0.96,"4,724",6.7,A
K,64,1.04,Çc,Ç`,150,200,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","899,265",1,1,1,1,1,0.205,0.041,24,1.35,"36,098","11,100",0.28,1.218,0.244,4,5.66,"46,536",1.17,B
K,65,1.04,Çc,Ç`,200,9,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","40,097",1,1,1,1,1,0.205,0.002,547,0.96,"1,610","7,068",3.98,1.218,0.011,92,0.96,"7,068",3.98,A
K,66,1.16,Çc,Ç`,150,107,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","480,981",1,1,1,1,1,0.205,0.022,46,0.99,"19,307","7,726",0.36,1.218,0.13,8,3.05,"23,801",1.12,B
K,67,1.04,Çc,Çj,300,519,,1989,18,0,,0,"2,954,136","505,248","1,077,235","2,786,096","2,333,610",1,1,1,1,1,0.205,0.106,9,2.77,"93,674","26,748",0.26,1.218,0.632,2,10.88,"105,061",1.02,B
K,68,1.04,Çc,Çj,300,736,,1989,18,0,,0,"2,954,136","505,248","1,077,235","2,786,096","3,309,010",1,1,1,1,1,0.205,0.151,7,3.42,"132,828","36,360",0.25,1.218,0.896,1,21.48,"228,369",1.56,B
K,69,1.19,Çc,Ç`,300,203,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","913,561",1,1,1,1,1,0.205,0.042,24,1.35,"36,672","11,119",0.28,1.218,0.247,4,5.66,"46,617",1.15,B
K,70,0.97,Çc,Çs,200,305,,1972,35,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,370,960",1,1,1,1,1,0.205,0.063,16,1.76,"55,032","15,301",0.25,1.218,0.371,3,7.4,"64,333",1.06,B
K,71,1.04,Çc,Çj,300,6,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","26,999",1,1,1,1,1,0.205,0.001,812,0.96,"1,084","7,056",5.91,1.218,0.007,137,0.96,"7,056",5.91,A
K,72,1.04,Çc,Ç`,300,32,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","141,692",1,1,1,1,1,0.205,0.006,155,0.96,"5,688","7,166",1.14,1.218,0.038,26,1.29,"9,629",1.54,A
K,73,1.16,Çc,Ç`,150,2,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","10,196",1,1,1,1,1,0.205,0,2150,0.96,409,"7,040",15.62,1.218,0.003,362,0.96,"7,040",15.62,A
K,74,1.16,Çc,Çs,150,51,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","228,384",1,1,1,1,1,0.205,0.01,96,0.96,"9,168","7,249",0.72,1.218,0.062,16,1.76,"13,290",1.32,B
K,75,1.16,Çc,Ç`,150,174,,1966,41,0,,0,"133,758","505,248","1,077,235","2,786,096","784,637",1,1,1,1,1,0.205,0.036,28,1.25,"31,496","6,609",0.19,1.218,0.213,5,4.61,"24,373",0.7,C
K,76,1.16,Çc,Ç`,150,4,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","16,431",1,1,1,1,1,0.205,0.001,1334,0.96,660,"7,046",9.69,1.218,0.004,225,0.96,"7,046",9.69,A
K,77,1.16,Çc,Çj,200,8,,1997,10,0,,0,"2,954,136","505,248","1,077,235","2,786,096","35,061",1,1,1,1,1,0.205,0.002,625,0.96,"1,407","7,063",4.56,1.218,0.009,105,0.96,"7,063",4.56,A
K,78,1.16,Çc,ÇmÇr,200,1,,1997,10,0,,0,"2,954,136","505,248","1,077,235","2,786,096","5,003",1,1,1,1,1,0.205,0,4382,0.96,201,"7,035",31.76,1.218,0.001,738,0.96,"7,035",31.76,A
K,79,1.19,Çc,Çs,150,1,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","3,205",1,1,1,1,1,0.205,0,6839,0.96,129,"7,033",49.47,1.218,0.001,1152,0.96,"7,033",49.47,A
K,80,1.19,Çc,Ç`,150,93,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","416,364",1,1,1,1,1,0.205,0.019,53,0.96,"16,713","7,430",0.4,1.218,0.113,9,2.77,"21,437",1.16,B
K,81,1.21,Çc,ÇmÇr,150,544,,1997,10,0,,0,"2,954,136","505,248","1,077,235","2,786,096","2,448,288",1,1,1,1,1,0.205,0.112,9,2.77,"98,278","27,066",0.25,1.218,0.663,2,10.88,"106,309",0.98,C
K,82,1.19,Çc,Ç`,150,203,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","914,861",1,1,1,1,1,0.205,0.042,24,1.35,"36,724","11,121",0.27,1.218,0.248,4,5.66,"46,625",1.15,B
K,83,0.97,Çc,Çj,200,3,,2004,3,0,,0,"2,954,136","505,248","1,077,235","2,786,096","14,115",1,1,1,1,1,0.205,0.001,1553,0.96,567,"7,043",11.27,1.218,0.004,262,0.96,"7,043",11.27,A
K,84,1.19,Çc,Ç`,150,3,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","15,712",1,1,1,1,1,0.205,0.001,1395,0.96,631,"7,045",10.13,1.218,0.004,235,0.96,"7,045",10.13,A
K,85,1.19,Çc,Ç`,150,94,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","421,399",1,1,1,1,1,0.205,0.019,52,0.96,"16,916","7,434",0.4,1.218,0.114,9,2.77,"21,451",1.15,B
K,86,1.19,Çc,Ç`,150,92,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","413,591",1,1,1,1,1,0.205,0.019,53,0.96,"16,602","7,427",0.41,1.218,0.112,9,2.77,"21,430",1.17,B
K,87,1.19,Çc,Çs,150,1,,1983,24,0,,0,"2,954,136","505,248","1,077,235","2,786,096","4,340",1,1,1,1,1,0.205,0,5050,0.96,174,"7,034",36.68,1.218,0.001,851,0.96,"7,034",36.68,A
K,88,1.19,Çc,Ç`,150,92,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","412,508",1,1,1,1,1,0.205,0.019,53,0.96,"16,559","7,426",0.41,1.218,0.112,9,2.77,"21,427",1.17,B
K,89,1.19,Çc,Çs,150,1,,1982,25,0,,0,"2,954,136","505,248","1,077,235","2,786,096","3,832",1,1,1,1,1,0.205,0,5720,0.96,154,"7,033",41.44,1.218,0.001,964,0.96,"7,033",41.44,A
K,90,1.19,Çc,Çs,150,1,,1980,27,0,,0,"2,954,136","505,248","1,077,235","2,786,096","3,439",1,1,1,1,1,0.205,0,6375,0.96,138,"7,033",46.25,1.218,0.001,1074,0.96,"7,033",46.25,A
K,91,1.19,Çc,Ç`,100,1,,1972,35,0,,0,"2,954,136","505,248","1,077,235","2,786,096","4,079",1,1,1,1,1,0.205,0,5374,0.96,164,"7,034",38.92,1.218,0.001,905,0.96,"7,034",38.92,A
K,92,1.39,Çc,Çs,150,8,,1979,28,0,,0,"1,610,800","505,248","1,077,235","2,786,096","36,698",1,1,1,1,1,0.205,0.002,597,0.96,"1,473","5,775",3.56,1.218,0.01,101,0.96,"5,775",3.56,A
K,93,1.39,Çc,Çs,150,332,,1995,12,0,,0,"133,758","505,248","1,077,235","2,786,096","1,494,214",1,1,1,1,1,0.205,0.068,15,1.85,"59,980","11,094",0.17,1.218,0.405,2,10.88,"65,242",0.99,C
K,94,1.39,Çc,Ç`,300,237,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","1,067,349",1,1,1,1,1,0.205,0.049,21,1.47,"42,845","8,187",0.17,1.218,0.289,3,7.4,"41,216",0.87,C
K,95,1.39,Çc,Çs,150,4,,1988,19,0,,0,0,"505,248","1,077,235","2,786,096","16,649",1,1,1,1,1,0.205,0.001,1317,0.96,668,"4,210",5.72,1.218,0.005,222,0.96,"4,210",5.72,A
K,96,1.39,Çc,Çs,300,8,,1981,26,0,,0,0,"505,248","1,077,235","2,786,096","37,097",1,1,1,1,1,0.205,0.002,591,0.96,"1,489","4,229",2.58,1.218,0.01,100,0.96,"4,229",2.58,A
K,97,1.39,Çc,Ç`,200,6,,1968,39,0,,0,0,"505,248","1,077,235","2,786,096","29,064",1,1,1,1,1,0.205,0.001,754,0.96,"1,167","4,222",3.28,1.218,0.008,127,0.96,"4,222",3.28,A
K,98,1.32,Çc,Çs,200,9,,1988,19,0,,0,0,"505,248","1,077,235","2,786,096","42,567",1,1,1,1,1,0.205,0.002,515,0.96,"1,709","4,235",2.25,1.218,0.012,87,0.96,"4,235",2.25,A
K,99,1.32,Çc,Çs,150,3,,1988,19,0,,0,0,"505,248","1,077,235","2,786,096","11,506",1,1,1,1,1,0.205,0.001,1905,0.96,462,"4,205",8.26,1.218,0.003,321,0.96,"4,205",8.26,A
K,100,1.32,Çc,Ç`,150,3,,1967,40,0,,0,0,"505,248","1,077,235","2,786,096","11,920",1,1,1,1,1,0.205,0.001,1839,0.96,478,"4,205",7.98,1.218,0.003,310,0.96,"4,205",7.98,A
K,101,1.39,Çc,Ç`,300,9,,1967,40,0,,0,0,"505,248","1,077,235","2,786,096","40,401",1,1,1,1,1,0.205,0.002,543,0.96,"1,622","4,233",2.37,1.218,0.011,91,0.96,"4,233",2.37,A
K,102,1.39,Çc,Ç`,300,4,,1968,39,0,,0,0,"505,248","1,077,235","2,786,096","16,104",1,1,1,1,1,0.205,0.001,1361,0.96,646,"4,209",5.91,1.218,0.004,229,0.96,"4,209",5.91,A
K,103,1.39,Çc,Ç`,100,6,,1970,37,0,,0,"133,758","505,248","1,077,235","2,786,096","26,288",1,1,1,1,1,0.205,0.001,834,0.96,"1,055","4,347",3.74,1.218,0.007,140,0.96,"4,347",3.74,A
K,104,1.39,Çc,Ç`,100,9,,1970,37,0,,0,"53,133","505,248","1,077,235","2,786,096","41,302",1,1,1,1,1,0.205,0.002,531,0.96,"1,658","4,284",2.34,1.218,0.011,89,0.96,"4,284",2.34,A
K,105,1.39,Çc,Çs,75,2,,1995,12,0,,0,0,"505,248","1,077,235","2,786,096","8,729",1,1,1,1,1,0.205,0,2511,0.96,350,"4,202",10.89,1.218,0.002,423,0.96,"4,202",10.89,A
K,106,1.39,Çc,Çs,75,3,,1995,12,0,,0,0,"505,248","1,077,235","2,786,096","12,987",1,1,1,1,1,0.205,0.001,1688,0.96,521,"4,206",7.33,1.218,0.004,284,0.96,"4,206",7.33,A
K,107,1.39,Çc,Ç`,75,4,,1995,12,0,,0,0,"505,248","1,077,235","2,786,096","18,091",1,1,1,1,1,0.205,0.001,1212,0.96,726,"4,211",5.26,1.218,0.005,204,0.96,"4,211",5.26,A
