ward,no.,Çãíl,material,joint,diameter,length(m),leakage year,construction year,ñÑê›îNêî,çXê∂îNìx,çXê∂éÌï ,éñåÃçáåvåèêî,ìπòHåí îÌäQäzÅiâ~Åj,ésñØìôÇ÷ÇÃîÌäQäzÅiâ~Åj,ífêÖîÌäQäzÅiâ~Åj,èCëUîÔópÅiâ~Åj,òRêÖëπé∏(â~Åj,äOñ ïÖêHï‚ê≥åWêî,ì‡ñ ïÖêHï‚ê≥åWêî,ïzê›îNìxï‚ê≥åWêî,åpéËï‚ê≥åWêî,å˚åaï‚ê≥åWêî,âﬂãéÇÃéñåÃóRL(ÇòÅj,éñåÃî≠ê∂ó\ë™éÆRN,RNÇÃãtêî,ï÷âvÇÃä∑éZåWêî,îÔópÅiêÁâ~Åj,ï÷âvÅiêÁâ~Åj,îÔópï÷âvî‰,âﬂãéÇÃéñåÃóRL(Çò+1Åj,éñåÃî≠ê∂ó\ë™éÆRN',RN'ÇÃãtêî,ï÷âvÇÃä∑éZåWêî(2),ï÷âv(2)ÅiêÁâ~Åj,îÔópï÷âvî‰(2),ÉâÉìÉN
W,48,1.51,Çc,Çs,150,33,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","147,354",1,1,1,1,1,0.205,0.007,149,0.96,"5,915","4,464",0.68,1.218,0.04,25,1.32,"6,138",0.94,C
W,49,1.51,Çc,Çs,150,130,,1983,24,0,,0,"133,758","505,248","1,077,235","2,786,096","585,937",1,1,1,1,1,0.205,0.027,37,1.09,"23,520","5,546",0.21,1.218,0.159,6,3.92,"19,946",0.77,C
W,50,1.51,Çc,Çs,150,10,,1972,35,0,,0,"133,758","505,248","1,077,235","2,786,096","43,136",1,1,1,1,1,0.205,0.002,508,0.96,"1,732","4,364",2.29,1.218,0.012,86,0.96,"4,364",2.29,A
W,51,1.51,Çc,Ç`,100,4,,1978,29,0,,0,"133,758","505,248","1,077,235","2,786,096","18,504",1,1,1,1,1,0.205,0.001,1185,0.96,743,"4,340",5.3,1.218,0.005,200,0.96,"4,340",5.3,A
W,52,1.51,Çc,Ç`,100,6,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","29,112",1,1,1,1,1,0.205,0.001,753,0.96,"1,169","4,350",3.38,1.218,0.008,127,0.96,"4,350",3.38,A
W,53,1.51,Çc,ÇmÇr,75,124,,2002,5,0,,0,"2,954,136","505,248","1,077,235","2,786,096","556,738",1,1,1,1,1,0.205,0.025,39,1.07,"22,348","8,431",0.34,1.218,0.151,7,3.42,"26,948",1.09,B
W,54,1.51,Çc,ÇmÇr,75,124,,2002,5,0,,0,"2,954,136","505,248","1,077,235","2,786,096","556,814",1,1,1,1,1,0.205,0.025,39,1.07,"22,351","8,431",0.34,1.218,0.151,7,3.42,"26,948",1.09,B
W,55,1.51,Çc,Ç`,300,247,1985,1970,37,0,,2,"2,954,136","505,248","1,077,235","2,786,096","1,112,005",1,1,1,1,1,1.746,0.432,2,10.88,"44,637","91,770",1.87,1.969,0.487,2,10.88,"91,770",1.87,A
W,56,1.51,Çc,Çj,75,3,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","15,505",1,1,1,1,1,0.205,0.001,1414,0.96,622,"4,337",6.33,1.218,0.004,238,0.96,"4,337",6.33,A
W,57,1.51,Çc,Çj,75,8,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","35,623",1,1,1,1,1,0.205,0.002,615,0.96,"1,430","4,356",2.76,1.218,0.01,104,0.96,"4,356",2.76,A
W,58,1.32,Çc,Çs,200,5,,1985,22,0,,0,"2,954,136","505,248","1,077,235","2,786,096","21,521",1,1,1,1,1,0.205,0.001,1019,0.96,864,"7,050",7.4,1.218,0.006,172,0.96,"7,050",7.4,A
W,59,1.32,Çc,Çs,200,2,,1972,35,0,,0,"133,758","505,248","1,077,235","2,786,096","7,670",1,1,1,1,1,0.205,0,2858,0.96,308,"4,330",12.76,1.218,0.002,481,0.96,"4,330",12.76,A
W,60,1.32,Çc,Çs,200,252,,1972,35,0,,0,"133,758","505,248","1,077,235","2,786,096","1,134,849",1,1,1,1,1,0.205,0.052,19,1.58,"45,554","8,907",0.18,1.218,0.307,3,7.4,"41,715",0.83,C
W,61,1.23,Çc,Çs,200,475,,1973,34,0,,0,"536,574","505,248","1,077,235","2,786,096","2,136,349",1,1,1,1,1,0.205,0.097,10,2.53,"85,756","17,815",0.19,1.218,0.579,2,10.88,"76,612",0.81,C
W,62,1.23,Çc,Çs,200,12,,1993,14,0,,0,"536,574","505,248","1,077,235","2,786,096","55,535",1,1,1,1,1,0.205,0.003,395,0.96,"2,229","4,762",1.94,1.218,0.015,66,0.96,"4,762",1.94,A
W,63,1.23,Çc,Çs,200,49,,1973,34,0,,0,"536,574","505,248","1,077,235","2,786,096","221,222",1,1,1,1,1,0.205,0.01,99,0.96,"8,880","4,921",0.5,1.218,0.06,17,1.69,"8,664",0.89,C
W,64,1.32,Çc,Ç`,200,132,1985,1968,39,0,,1,"2,954,136","505,248","1,077,235","2,786,096","594,638",1,1,1,1,1,1.218,0.161,6,3.92,"23,870","31,036",1.18,1.746,0.231,4,5.66,"44,812",1.7,A
W,65,1.23,Çc,Çs,200,12,,1985,22,0,,0,"2,954,136","505,248","1,077,235","2,786,096","51,836",1,1,1,1,1,0.205,0.002,423,0.96,"2,081","7,080",3.09,1.218,0.014,71,0.96,"7,080",3.09,A
W,66,1.23,Çc,Ç`,300,9,,1985,22,0,,0,"2,954,136","505,248","1,077,235","2,786,096","39,600",1,1,1,1,1,0.205,0.002,554,0.96,"1,590","7,068",4.03,1.218,0.011,93,0.96,"7,068",4.03,A
W,67,1.23,Çc,Çs,200,5,,1980,27,0,,0,"2,954,136","505,248","1,077,235","2,786,096","21,097",1,1,1,1,1,0.205,0.001,1039,0.96,847,"7,050",7.55,1.218,0.006,175,0.96,"7,050",7.55,A
W,68,1.23,Çc,Çs,150,1,,1985,22,0,,0,"2,954,136","505,248","1,077,235","2,786,096","3,983",1,1,1,1,1,0.205,0,5504,0.96,160,"7,034",39.89,1.218,0.001,927,0.96,"7,034",39.89,A
W,69,1.23,Çc,Çs,150,77,,1980,27,0,,0,"2,954,136","505,248","1,077,235","2,786,096","348,052",1,1,1,1,1,0.205,0.016,63,0.96,"13,971","7,364",0.48,1.218,0.094,11,2.35,"18,026",1.17,B
W,70,1.23,Çc,Çs,150,4,,1985,22,0,,0,"2,954,136","505,248","1,077,235","2,786,096","19,159",1,1,1,1,1,0.205,0.001,1144,0.96,769,"7,048",8.32,1.218,0.005,193,0.96,"7,048",8.32,A
W,71,1.33,Çc,Çs,150,147,,1973,34,0,,0,"133,758","505,248","1,077,235","2,786,096","662,988",1,1,1,1,1,0.205,0.03,33,1.15,"26,613","5,940",0.2,1.218,0.18,6,3.92,"20,248",0.69,C
W,72,1.23,Çc,Çs,150,9,,1993,14,0,,0,"536,574","505,248","1,077,235","2,786,096","41,658",1,1,1,1,1,0.205,0.002,526,0.96,"1,672","4,749",2.58,1.218,0.011,89,0.96,"4,749",2.58,A
W,73,1.23,Çc,Çs,150,4,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","19,306",1,1,1,1,1,0.205,0.001,1135,0.96,775,"4,263",4.99,1.218,0.005,191,0.96,"4,263",4.99,A
W,74,1.23,Çc,Çs,150,107,,1985,22,0,,0,"2,954,136","505,248","1,077,235","2,786,096","479,439",1,1,1,1,1,0.205,0.022,46,0.99,"19,245","7,724",0.36,1.218,0.13,8,3.05,"23,797",1.12,B
W,75,1.23,Çc,Çs,150,3,,1981,26,0,,0,"53,133","505,248","1,077,235","2,786,096","11,771",1,1,1,1,1,0.205,0.001,1862,0.96,473,"4,256",8.17,1.218,0.003,314,0.96,"4,256",8.17,A
W,76,1.23,Çc,Ç`,150,94,,1970,37,0,,0,"53,133","505,248","1,077,235","2,786,096","420,914",1,1,1,1,1,0.205,0.019,52,0.96,"16,896","4,649",0.25,1.218,0.114,9,2.77,"13,414",0.72,C
W,77,1.33,Çc,Çj,150,2,,1998,9,0,,0,"133,758","505,248","1,077,235","2,786,096","9,595",1,1,1,1,1,0.205,0,2285,0.96,385,"4,331",10.21,1.218,0.003,385,0.96,"4,331",10.21,A
W,78,1.32,Çc,Ç`,100,9,,1973,34,0,,0,0,"505,248","1,077,235","2,786,096","40,793",1,1,1,1,1,0.205,0.002,537,0.96,"1,637","4,233",2.35,1.218,0.011,91,0.96,"4,233",2.35,A
W,79,1.32,Çc,Çs,150,206,,1985,22,0,,0,"2,954,136","505,248","1,077,235","2,786,096","927,857",1,1,1,1,1,0.205,0.042,24,1.35,"37,246","11,138",0.27,1.218,0.251,4,5.66,"46,698",1.14,B
W,80,1.33,Çc,Çj,300,5,,2006,1,0,,0,"2,954,136","505,248","1,077,235","2,786,096","23,202",1,1,1,1,1,0.205,0.001,945,0.96,931,"7,052",6.87,1.218,0.006,159,0.96,"7,052",6.87,A
W,81,1.33,Çc,Çj,150,2,,2006,1,0,,0,"2,954,136","505,248","1,077,235","2,786,096","8,928",1,1,1,1,1,0.205,0,2455,0.96,358,"7,038",17.84,1.218,0.002,414,0.96,"7,038",17.84,A
W,82,1.33,Çc,ÇrÇQ,200,4,,2006,1,0,,0,"2,954,136","505,248","1,077,235","2,786,096","17,391",1,1,1,1,1,0.205,0.001,1260,0.96,698,"7,047",9.16,1.218,0.005,212,0.96,"7,047",9.16,A
W,83,1.33,Çc,Ç`,300,12,,1966,41,0,,0,"536,574","505,248","1,077,235","2,786,096","53,213",1,1,1,1,1,0.205,0.002,412,0.96,"2,136","4,760",2.02,1.218,0.014,69,0.96,"4,760",2.02,A
W,84,1.33,Çc,Çj,150,18,,2002,5,0,,0,"536,574","505,248","1,077,235","2,786,096","82,167",1,1,1,1,1,0.205,0.004,267,0.96,"3,298","4,788",1.32,1.218,0.022,45,1,"4,987",1.37,A
W,85,1.43,Çc,ÇrÇQ,300,160,,2002,5,0,,0,"536,574","505,248","1,077,235","2,786,096","720,509",1,1,1,1,1,0.205,0.033,30,1.21,"28,922","6,807",0.21,1.218,0.195,5,4.61,"25,934",0.81,C
W,86,0.84,Çc,Ç`,300,5,,1985,22,0,,0,"2,954,136","505,248","1,077,235","2,786,096","21,345",1,1,1,1,1,0.205,0.001,1027,0.96,857,"7,050",7.46,1.218,0.006,173,0.96,"7,050",7.46,A
W,87,1.43,Çc,Çs,150,37,,1973,34,0,,0,"536,574","505,248","1,077,235","2,786,096","166,867",1,1,1,1,1,0.205,0.008,131,0.96,"6,698","4,869",0.66,1.218,0.045,22,1.43,"7,253",0.98,C
W,88,1.43,Çc,Çs,150,21,,1989,18,0,,0,"536,574","505,248","1,077,235","2,786,096","95,764",1,1,1,1,1,0.205,0.004,229,0.96,"3,844","4,801",1.13,1.218,0.026,39,1.07,"5,351",1.26,A
W,89,1.43,Çc,Çs,150,119,,1973,34,0,,0,"536,574","505,248","1,077,235","2,786,096","533,452",1,1,1,1,1,0.205,0.024,41,1.04,"21,414","5,656",0.24,1.218,0.144,7,3.42,"18,600",0.79,C
W,90,1.33,Çc,Çs,150,14,,1991,16,0,,0,"536,574","505,248","1,077,235","2,786,096","60,976",1,1,1,1,1,0.205,0.003,359,0.96,"2,448","4,767",1.77,1.218,0.017,61,0.96,"4,767",1.77,A
W,91,1.33,Çc,Çs,150,626,,1973,34,0,,0,"2,954,136","505,248","1,077,235","2,786,096","2,814,551",1,1,1,1,1,0.205,0.128,8,3.05,"112,980","30,919",0.25,1.218,0.762,1,21.48,"217,748",1.75,B
W,92,1.43,Çc,Ç`,300,149,,1965,42,0,,0,"536,574","505,248","1,077,235","2,786,096","671,024",1,1,1,1,1,0.205,0.031,33,1.15,"26,936","6,413",0.22,1.218,0.182,6,3.92,"21,859",0.74,C
W,93,1.33,Çc,Ç`,300,6,,1972,35,0,,0,"536,574","505,248","1,077,235","2,786,096","27,755",1,1,1,1,1,0.205,0.001,790,0.96,"1,114","4,736",3.86,1.218,0.008,133,0.96,"4,736",3.86,A
W,94,0.84,Çc,Ç`,150,276,,1966,41,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,239,261",1,1,1,1,1,0.205,0.057,18,1.63,"49,746","11,766",0.21,1.218,0.336,3,7.4,"53,418",0.97,C
W,95,0.84,Çc,Çs,150,48,,1984,23,0,,0,"133,758","505,248","1,077,235","2,786,096","216,767",1,1,1,1,1,0.205,0.01,101,0.96,"8,701","4,530",0.47,1.218,0.059,17,1.69,"7,975",0.83,C
W,96,0.84,Çc,Çs,150,46,,1988,19,0,,0,"133,758","505,248","1,077,235","2,786,096","208,579",1,1,1,1,1,0.205,0.01,105,0.96,"8,373","4,522",0.49,1.218,0.056,18,1.63,"7,679",0.83,C
W,97,0.84,Çc,Çs,150,95,,1984,23,0,,0,"133,758","505,248","1,077,235","2,786,096","426,334",1,1,1,1,1,0.205,0.019,51,0.96,"17,114","4,732",0.25,1.218,0.115,9,2.77,"13,652",0.72,C
W,98,0.84,Çc,Ç`,150,223,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,003,865",1,1,1,1,1,0.205,0.046,22,1.43,"40,297","11,907",0.27,1.218,0.272,4,5.66,"47,128",1.06,B
W,99,1.33,Çc,Çj,300,2,,2002,5,0,,0,"536,574","505,248","1,077,235","2,786,096","8,784",1,1,1,1,1,0.205,0,2495,0.96,353,"4,717",12.13,1.218,0.002,420,0.96,"4,717",12.13,A
W,100,1.32,Çc,Çs,150,126,,1972,35,0,,0,0,"505,248","1,077,235","2,786,096","565,151",1,1,1,1,1,0.205,0.026,39,1.07,"22,686","5,279",0.21,1.218,0.153,7,3.42,"16,873",0.67,C
W,101,1.32,Çc,Çs,150,48,,1992,15,0,,0,0,"505,248","1,077,235","2,786,096","214,850",1,1,1,1,1,0.205,0.01,102,0.96,"8,624","4,400",0.46,1.218,0.058,17,1.69,"7,746",0.82,C
W,102,1.32,Çc,Çs,75,55,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","245,718",1,1,1,1,1,0.205,0.011,89,0.96,"9,863","7,266",0.67,1.218,0.067,15,1.85,"14,002",1.29,B
W,103,1.32,Çc,Ç`,150,3,,1977,30,0,,0,0,"505,248","1,077,235","2,786,096","14,283",1,1,1,1,1,0.205,0.001,1535,0.96,573,"4,208",6.66,1.218,0.004,259,0.96,"4,208",6.66,A
W,104,0.84,Çc,Çs,100,3,,1988,19,0,,0,"133,758","505,248","1,077,235","2,786,096","12,692",1,1,1,1,1,0.205,0.001,1727,0.96,509,"4,334",7.73,1.218,0.003,291,0.96,"4,334",7.73,A
W,105,0.84,Çc,Çs,100,3,,1988,19,0,,0,"133,758","505,248","1,077,235","2,786,096","14,248",1,1,1,1,1,0.205,0.001,1539,0.96,572,"4,336",6.88,1.218,0.004,259,0.96,"4,336",6.88,A
W,106,0.84,Çc,Çs,75,3,,1984,23,0,,0,"133,758","505,248","1,077,235","2,786,096","11,962",1,1,1,1,1,0.205,0.001,1832,0.96,480,"4,334",8.19,1.218,0.003,309,0.96,"4,334",8.19,A
W,107,0.84,Çc,Ç`,100,6,,1988,19,0,,0,"53,133","505,248","1,077,235","2,786,096","26,747",1,1,1,1,1,0.205,0.001,820,0.96,"1,074","4,271",3.61,1.218,0.007,138,0.96,"4,271",3.61,A
W,108,1.33,Çc,Çs,150,3,,1997,10,0,,0,0,"505,248","1,077,235","2,786,096","11,576",1,1,1,1,1,0.205,0.001,1894,0.96,465,"4,205",8.21,1.218,0.003,319,0.96,"4,205",8.21,A
