BEFORE,AFTER,ì_åüä‘äu,ê‡ñæïœêî2
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,4,3.073972603,13.475
4,4,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,3,3.073972603,13.475
3,3,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,3,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,13.475
1,4,7.783561644,13.475
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,4,3.073972603,11.61776
4,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,3,7.783561644,11.61776
1,1,3.073972603,11.61776
1,3,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,11.61776
1,4,7.783561644,11.61776
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,4,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,4,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,4,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,4,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,8.937415385
1,3,7.783561644,8.937415385
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,4,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,4,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,4,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,2,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,5.542188235
1,3,7.783561644,5.542188235
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,2,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,2,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,4,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,2,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,3,7.783561644,7.406422222
1,1,3.073972603,7.406422222
1,2,7.783561644,7.406422222
2,2,8.134246575,10.22727273
3,4,8.134246575,10.22727273
4,4,8.134246575,10.22727273
2,2,8.134246575,10.22727273
2,2,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
3,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
2,2,8.093150685,14.5
2,2,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
4,4,8.093150685,14.5
2,2,8.093150685,14.5
